id,Code,Name,Description,Unit,Brand,Sub_Group,Item_Group
115,LAHC14308,"PRE FILTER EU3 GRADE - 595 MM (W) x 219 MM (H) x 48MM (D)",,Nos,OEM,"PRE FILTER",FILTER
116,LCCE26312,"ABB 11 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE1",,Nos,ABB,,MOTOR
117,LCCC13320,"BELT A-38",,Nos,OEM,,BELT
118,LCCC13321,"BELT A-39",,Nos,OEM,,BELT
119,LCCC13322,"BELT A-40",,Nos,OEM,,BELT
120,LCCE26982,"BHARATH BIJILEE 0.37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3",,Nos,"BHARATH BIJILEE",,MOTOR
121,LAHC24110,"HRW 1400 - MS270A",,Nos,DRI,,"HEAT RECOVERY WHEEL"
122,LCCE26777,"SIEMENS 37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2",,Nos,SIEMENS,,MOTOR
123,LAHC24111,"HRW 1500 - MS270A",,Nos,DRI,,"HEAT RECOVERY WHEEL"
124,LCCH30012,"HEX HEAD BOLT GI M12 x 50",,Nos,OEM,,FASTENERS
125,LAHC14309,"PRE FILTER EU3 GRADE - 494 MM (W) x 595 MM (H) x 48MM (D)",,Nos,OEM,"PRE FILTER",FILTER
126,LCCC13323,"BELT A-41",,Nos,OEM,,BELT
127,LAHC11013,"KAT 7/7 S2-CW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
128,LCCE26416,"ABB 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2",,Nos,ABB,,MOTOR
129,LCCC12709,"125x 2A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
130,LCCE26535,"CG 22 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1",,Nos,CG,,MOTOR
131,LCCC12710,"132x 2A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
132,LCCE26782,"SIEMENS 0.37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,SIEMENS,,MOTOR
133,LCCE26428,"ABB 3.7 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,ABB,,MOTOR
134,LCCC13324,"BELT A-42",,Nos,OEM,,BELT
135,LCCE26434,"ABB 18.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,ABB,,MOTOR
136,LCCC13325,"BELT A-43",,Nos,OEM,,BELT
137,LCCC12711,"140x 2A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
138,LCCE26583,"CG 0.55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2",,Nos,CG,,MOTOR
139,LCCE26616,"CG 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,CG,,MOTOR
140,LCCE26507,"CG 2.2 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1",,Nos,CG,,MOTOR
141,LAHC11014,"KAT 8/8 S2-CW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
142,LCCC12712,"150x 2A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
143,LCCE26989,"BHARATH BIJILEE 5.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3",,Nos,"BHARATH BIJILEE",,MOTOR
144,LAHC15222,"VIEWPORT 50mm",,Nos,OEM,,"PLASTIC PARTS"
145,LCCC13326,"BELT A-44",,Nos,OEM,,BELT
146,LCCE26390,"ABB 7.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2",,Nos,ABB,,MOTOR
147,LCCE26529,"CG 5.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1",,Nos,CG,,MOTOR
148,LCCE26755,"SIEMENS 22 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2",,Nos,SIEMENS,,MOTOR
149,LCCE26566,"CG 1.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2",,Nos,CG,,MOTOR
150,LCCE26301,"ABB 0.25 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE1",,Nos,ABB,,MOTOR
151,LCCC13327,"BELT A-45",,Nos,OEM,,BELT
152,LCCE26425,"ABB 1.1 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,ABB,,MOTOR
153,LCCC13328,"BELT A-46",,Nos,OEM,,BELT
154,LCCE26638,"CG 45 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3",,Nos,CG,,MOTOR
155,LCCE25658,"ELECTRICAL WIRE 2 CORE / 4 SQ MM",,Nos,OEM,,ELECTRICAL
156,LCCM48523,"Black Insulation Tape",,Nos,OEM,,PACKING
157,LCCE26916,"BHARATH BIJILEE 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2",,Nos,"BHARATH BIJILEE",,MOTOR
158,LCCE26389,"ABB 5.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2",,Nos,ABB,,MOTOR
159,LAHC11015,"KAT 9/7 S2-CW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
160,LCCE26370,"ABB 7.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2",,Nos,ABB,,MOTOR
161,LCCC12713,"160x 2A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
162,LAHC14310,"PRE FILTER EU3 GRADE - 595 MM (W) x 494 MM (H) x 48MM (D)",,Nos,OEM,"PRE FILTER",FILTER
163,LCCC12714,"180x 2A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
164,LCCC12715,"200x 2A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
165,LAHC11016,"KAT 9/9 S2-CW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
166,LCCE26873,"BHARATH BIJILEE 15 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1",,Nos,"BHARATH BIJILEE",,MOTOR
167,LAHS00002,"DX COOLING COIL",,Nos,LUFTEK,,"COOLING COIL"
168,LCCE26792,"SIEMENS 11 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,SIEMENS,,MOTOR
169,LCCC12716,"250x 2A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
170,LCCC12717,"315x 2A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
171,LAHC14311,"PRE FILTER EU4 GRADE - 595 MM (W) x 595 MM (H) x 48MM (D)",,Nos,OEM,"PRE FILTER",FILTER
172,LCCC13329,"BELT A-47",,Nos,OEM,,BELT
173,LCCC12718,"400x 2A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
174,LCCC12719,"500x 2A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
175,LCCE26647,"CG 2.2 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3",,Nos,CG,,MOTOR
176,LCCE26615,"CG 22 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,CG,,MOTOR
177,LAHC15501,"45MM RUBBER ANTI VIBRANT",,Nos,OEM,,ANTI-VIBRATIONS
178,LAHC11017,"KAT 10/8 S2-CW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
179,LCCE26325,"ABB 1.1 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1",,Nos,ABB,,MOTOR
180,LAHC24112,"HRW 1600 - MS270A",,Nos,DRI,,"HEAT RECOVERY WHEEL"
181,LAHC15224,"Mist Eliminator - Two Pass Plastic",,Nos,OEM,Eliminator,"PLASTIC PARTS"
182,LCCH30013,"HEX HEAD BOLT GI M8 x 80",,Nos,OEM,,FASTENERS
183,LAHC11018,"KAT 10/10 S2-CW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
184,LCCH30014,"HEX HEAD BOLT SS M6 x 25",,Nos,OEM,,FASTENERS
185,LCCC13330,"BELT A-48",,Nos,OEM,,BELT
186,LAHC11019,"KAT 12/9 S2-CW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
187,LAHC14312,"PRE FILTER EU4 GRADE - 290 MM (W) x 595 MM (H) x 48MM (D)",,Nos,OEM,"PRE FILTER",FILTER
188,LAHC11020,"KAT 12/12 S2-CW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
189,LCCE26895,"BHARATH BIJILEE 22 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1",,Nos,"BHARATH BIJILEE",,MOTOR
190,LCCC13331,"BELT A-49",,Nos,OEM,,BELT
191,LAHC14313,"PRE FILTER EU4 GRADE - 595 MM (W) x 219 MM (H) x 48MM (D)",,Nos,OEM,"PRE FILTER",FILTER
192,LCCC32003,"PVC GLAND 2 inch DIA",,Nos,OEM,,Gland
193,LAHC15502,"35MM RUBBER ANTI VIBRANT",,Nos,OEM,,ANTI-VIBRATIONS
194,LAHC11021,"KAT 15/11 S2-CW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
195,LCCM47008,"Hole saw cutter 2 1/2 inch",,Nos,OEM,,"Hand Tools"
196,LAHC15503,"25MM RUBBER ANTI VIBRANT",,Nos,OEM,,ANTI-VIBRATIONS
197,LAHM48601,"LOGO STICKER - SIZE 1",,Nos,OEM,,"NAME PLATE/STICKER/LABELS"
198,LCCC13332,"BELT A-50",,Nos,OEM,,BELT
199,LCCE26885,"BHARATH BIJILEE 1.1 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1",,Nos,"BHARATH BIJILEE",,MOTOR
200,LAHC11022,"KAT 15/15 S2-CW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
201,LAHC11023,"KAT 18/13 S2-CW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
202,LCCC13333,"BELT A-51",,Nos,OEM,,BELT
203,LAHC14314,"PRE FILTER EU4 GRADE - 494 MM (W) x 595 MM (H) x 48MM (D)",,Nos,OEM,"PRE FILTER",FILTER
204,LCCC13334,"BELT A-52",,Nos,OEM,,BELT
205,LCCH30015,"HEX HEAD BOLT SS M8 x 25",,Nos,OEM,,FASTENERS
206,LAHC11024,"KAT 18/18 S2-CW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
207,LCCE26629,"CG 5.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3",,Nos,CG,,MOTOR
208,LAHC11025,"KAT 7/7 S2-CW 270 KRUGER MAKE",,Nos,KRUGER,,FAN
209,LAHC11026,"KAT 8/8 S2-CW 270 KRUGER MAKE",,Nos,KRUGER,,FAN
210,LCCC13335,"BELT A-53",,Nos,OEM,,BELT
211,LCCC13336,"BELT A-54",,Nos,OEM,,BELT
212,LCCE26978,"BHARATH BIJILEE 45 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,"BHARATH BIJILEE",,MOTOR
213,LAHC24113,"HRW 1700 - MS270A",,Nos,DRI,,"HEAT RECOVERY WHEEL"
214,LCCE26630,"CG 7.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3",,Nos,CG,,MOTOR
215,LCCE26718,"SIEMENS 45 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1",,Nos,SIEMENS,,MOTOR
216,LCCH30016,"HEX HEAD BOLT SS M10 x 25",,Nos,OEM,,FASTENERS
217,LAHC11027,"KAT 9/7 S2-CW 270 KRUGER MAKE",,Nos,KRUGER,,FAN
218,LAHC24653,"RUBBER BOOT 1 inch 25mm DEPTH",,Nos,OEM,,Rubber
219,LCCE26435,"ABB 22 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,ABB,,MOTOR
220,LCCH30017,"HEX HEAD BOLT SS M12 x 25",,Nos,OEM,,FASTENERS
221,LAHC24114,"HRW 1800 - MS270A",,Nos,DRI,,"HEAT RECOVERY WHEEL"
222,LAHC11028,"KAT 9/9 S2-CW 270 KRUGER MAKE",,Nos,KRUGER,,FAN
223,LCCE26977,"BHARATH BIJILEE 37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,"BHARATH BIJILEE",,MOTOR
224,LAHC24115,"HRW 1900 - MS270A",,Nos,DRI,,"HEAT RECOVERY WHEEL"
225,LCCE26829,"SIEMENS 5.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3",,Nos,SIEMENS,,MOTOR
226,LAHC14315,"PRE FILTER EU4 GRADE - 595 MM (W) x 494 MM (H) x 48MM (D)",,Nos,OEM,"PRE FILTER",FILTER
227,LAHC11029,"KAT 10/8 S2-CW 270 KRUGER MAKE",,Nos,KRUGER,,FAN
228,LAHC14316,"PRE FILTER EU3 GRADE - 440 MM (W) x 345 MM (H) x 25MM (D)",,Nos,OEM,"PRE FILTER",FILTER
229,LCCH30018,"HEX HEAD BOLT SS M6 x 40",,Nos,OEM,,FASTENERS
230,LCCR07523,"PRECOATED GI SHEET 1mm THK RAL 9002",1,Kgs,OEM,,"G.I / COATED SHEETS"
231,LCCC12720,"630x 2A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
232,LCCE26633,"CG 15 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3",,Nos,CG,,MOTOR
233,LCCE26419,"ABB 55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2",,Nos,ABB,,MOTOR
234,LAHM48612,"AHU HEATER SECTION STICKER",,Nos,OEM,,"NAME PLATE/STICKER/LABELS"
235,LAHC24116,"HRW 2000 - MS270A",,Nos,DRI,,"HEAT RECOVERY WHEEL"
236,LAHC14317,"PRE FILTER EU3 GRADE - 440 MM (W) x 445 MM (H) x 25MM (D)",,Nos,OEM,"PRE FILTER",FILTER
237,LCCC13337,"BELT A-55",,Nos,OEM,,BELT
238,LCCE26514,"CG 18.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1",,Nos,CG,,MOTOR
239,LCCE26803,"SIEMENS 0.55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3",,Nos,SIEMENS,,MOTOR
240,LCCE26781,"SIEMENS 0.25 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,SIEMENS,,MOTOR
241,LAHC14318,"PRE FILTER EU3 GRADE - 440 MM (W) x 395 MM (H) x 25MM (D)",,Nos,OEM,"PRE FILTER",FILTER
242,LAHC14319,"PRE FILTER EU3 GRADE - 440 MM (W) x 480 MM (H) x 25MM (D)",,Nos,OEM,"PRE FILTER",FILTER
243,LCCC12721,"80 x 3A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
244,LCCE26374,"ABB 18.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2",,Nos,ABB,,MOTOR
245,LAHC14320,"PRE FILTER EU3 GRADE - 440 MM (W) x 545 MM (H) x 25MM (D)",,Nos,OEM,"PRE FILTER",FILTER
246,LCCC12722,"85x 3A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
247,LAHC24117,"HRW 2130 - MS270A",,Nos,DRI,,"HEAT RECOVERY WHEEL"
248,LCCC13338,"BELT A-56",,Nos,OEM,,BELT
249,LCCE26348,"ABB 3.7 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1",,Nos,ABB,,MOTOR
250,LCCE26922,"BHARATH BIJILEE 0.37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2",,Nos,"BHARATH BIJILEE",,MOTOR
251,LCCE26494,"CG 18.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE1",,Nos,CG,,MOTOR
252,LAHC11030,"KAT 10/10 S2-CW 270 KRUGER MAKE",,Nos,KRUGER,,FAN
253,LCCE26607,"CG 2.2 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,CG,,MOTOR
254,LCCE26990,"BHARATH BIJILEE 7.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3",,Nos,"BHARATH BIJILEE",,MOTOR
255,LCCC13339,"BELT A-57",,Nos,OEM,,BELT
256,LAHC11031,"KAT 12/9 S2-CW 270 KRUGER MAKE",,Nos,KRUGER,,FAN
257,LCCE26439,"ABB 55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,ABB,,MOTOR
258,LCCC13340,"BELT A-58",,Nos,OEM,,BELT
259,LAHC11032,"KAT 12/12 S2-CW 270 KRUGER MAKE",,Nos,KRUGER,,FAN
260,LAHC11033,"KAT 15/11 S2-CW 270 KRUGER MAKE",,Nos,KRUGER,,FAN
261,LAHC14321,"PRE FILTER EU3 GRADE - 500 MM (W) x 485 MM (H) x 25MM (D)",,Nos,OEM,"PRE FILTER",FILTER
262,LCCE26464,"ABB 0.75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3",,Nos,ABB,,MOTOR
263,LCCE26819,"SIEMENS 55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3",,Nos,SIEMENS,,MOTOR
264,LCCH32502,"1 1/4 inch PVC DUMMY WITH INTERNAL THREAD",,Nos,OEM,,"PVC Items"
265,LAHC24118,"HRW 2200 - MS270A",,Nos,DRI,,"HEAT RECOVERY WHEEL"
266,LAHC14322,"PRE FILTER EU3 GRADE - 500 MM (W) x 470 MM (H) x 25MM (D)",,Nos,OEM,"PRE FILTER",FILTER
267,LCCC13341,"BELT A-59",,Nos,OEM,,BELT
268,LCCE26319,"ABB 55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE1",,Nos,ABB,,MOTOR
269,LAHC14323,"PRE FILTER EU3 GRADE - 500 MM (W) x 520 MM (H) x 25MM (D)",,Nos,OEM,"PRE FILTER",FILTER
270,LAHC15207,"40mm TBK - 3 Way Corner",40-25,Nos,OEM,,"PLASTIC PARTS"
271,LCCE26424,"ABB 0.75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,ABB,,MOTOR
272,LAHC11034,"KAT 15/15 S2-CW 270 KRUGER MAKE",,Nos,KRUGER,,FAN
273,LCCE27007,"BHARATH BIJILEE 2.2 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3",,Nos,"BHARATH BIJILEE",,MOTOR
274,LCCE26787,"SIEMENS 2.2 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,SIEMENS,,MOTOR
275,LCCE26366,"ABB 1.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2",,Nos,ABB,,MOTOR
276,LCCC13342,"BELT A-60",,Nos,OEM,,BELT
277,LAHC11035,"KAT 18/13 S2-CW 270 KRUGER MAKE",,Nos,KRUGER,,FAN
278,LCCC12723,"90x 3A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
279,LCCE26498,"CG 45 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE1",,Nos,CG,,MOTOR
280,LAHC15505,"Spring Isolator - Yellow",,Nos,OEM,,ANTI-VIBRATIONS
281,LCCE25954,"CABLE TIE STICKER",,Nos,OEM,,ELECTRICAL
282,LAHC14324,"PRE FILTER EU3 GRADE - 580 MM (W) x 510 MM (H) x 25MM (D)",,Nos,OEM,"PRE FILTER",FILTER
283,LCCC13343,"BELT A-61",,Nos,OEM,,BELT
284,LCCE26519,"CG 55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1",,Nos,CG,,MOTOR
285,LAHC11036,"KAT 18/18 S2-CW 270 KRUGER MAKE",,Nos,KRUGER,,FAN
286,LCCC13344,"BELT A-62",,Nos,OEM,,BELT
287,LCCR07512,"GI sheet 1.6mm THK 180 GSM",1.6,Kgs,OEM,"Coil Casing","G.I / COATED SHEETS"
288,LCCE27010,"BHARATH BIJILEE 7.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3",,Nos,"BHARATH BIJILEE",,MOTOR
289,LAHC24119,"HRW 2400 - MS270A",,Nos,DRI,,"HEAT RECOVERY WHEEL"
290,LCCC13345,"BELT A-63",,Nos,OEM,,BELT
291,LCCC13346,"BELT A-64",,Nos,OEM,,BELT
292,LAHC11037,"KAT 7/7 S2-CCW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
293,LCCE26824,"SIEMENS 0.75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3",,Nos,SIEMENS,,MOTOR
294,LCCC13347,"BELT A-65",,Nos,OEM,,BELT
295,LCCC12724,"95x 3A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
296,LCCC13348,"BELT A-66",,Nos,OEM,,BELT
297,LCCE26388,"ABB 3.7 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2",,Nos,ABB,,MOTOR
298,LCCE26884,"BHARATH BIJILEE 0.75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1",,Nos,"BHARATH BIJILEE",,MOTOR
299,LAHC11038,"KAT 8/8 S2-CCW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
300,LAHC11039,"KAT 9/7 S2-CCW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
301,LAHC11040,"KAT 9/9 S2-CCW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
302,LCCH30019,"HEX HEAD BOLT SS M8 x 40",,Nos,OEM,,FASTENERS
303,LCCC12725,"100x 3A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
304,LCCE26961,"BHARATH BIJILEE 0.25 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,"BHARATH BIJILEE",,MOTOR
305,LCCE26641,"CG 0.25 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3",,Nos,CG,,MOTOR
306,LCCH30020,"HEX HEAD BOLT SS M10 x 40",,Nos,OEM,,FASTENERS
307,LCCE26802,"SIEMENS 0.37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3",,Nos,SIEMENS,,MOTOR
308,LAHC24120,"HRW 2600 - MS270A",,Nos,DRI,,"HEAT RECOVERY WHEEL"
309,LCCE25664,"ELECTRICAL WIRE 4 CORE / 1.5 SQ MM",,Nos,OEM,,ELECTRICAL
310,LCCC13349,"BELT A-67",,Nos,OEM,,BELT
311,LAHC11041,"KAT 10/8 S2-CCW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
312,LCCE26823,"SIEMENS 0.55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3",,Nos,SIEMENS,,MOTOR
313,LCCH30021,"HEX HEAD BOLT SS M12 x 40",,Nos,OEM,,FASTENERS
314,LCCC13350,"BELT A-68",,Nos,OEM,,BELT
315,LAHC24660,"RUBBER BOOT 2 1/2 inch 50mm DEPTH",,Nos,OEM,,Rubber
316,LCCC12726,"106x 3A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
317,LCCE26786,"SIEMENS 1.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3",,Nos,SIEMENS,,MOTOR
318,LCCC13351,"BELT A-69",,Nos,OEM,,BELT
319,LCCH30022,"HEX HEAD BOLT SS M6 x 50",,Nos,OEM,,FASTENERS
320,LCCC13352,"BELT A-70",,Nos,OEM,,BELT
321,LCCC12727,"112x 3A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
322,LAHC24751,"PE GASKETS 20MM x 2MM THK WITH ONE SIDE SELF ADHESIVE - 10m Rolls",,Nos,OEM,,"GASKET & INSULATION"
323,LCCE26959,"BHARATH BIJILEE 55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2",,Nos,"BHARATH BIJILEE",,MOTOR
324,LAHC11042,"KAT 10/10 S2-CCW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
325,LCCE26924,"BHARATH BIJILEE 0.75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2",,Nos,"BHARATH BIJILEE",,MOTOR
326,LCCC12728,"118x 3A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
327,LCCC13353,"BELT A-71",,Nos,OEM,,BELT
328,LCCE27000,"BHARATH BIJILEE 75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3",,Nos,"BHARATH BIJILEE",,MOTOR
329,LCCE26813,"SIEMENS 15 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3",,Nos,SIEMENS,,MOTOR
330,LCCE26408,"ABB 3.7 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2",,Nos,ABB,,MOTOR
331,LAHC11043,"KAT 12/9 S2-CCW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
332,LCCC12729,"125x 3A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
333,LAHC11044,"KAT 12/12 S2-CCW 90 KRUGER MAKE",,Nos,KRUGER,,FAN
334,LCCC16902,"G.I.WELDING RODS",,Nos,OEM,,CONSUMABLES
335,LCCC13354,"BELT A-72",,Nos,OEM,,BELT
336,LCCE27011,"BHARATH BIJILEE 9.3 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3",,Nos,"BHARATH BIJILEE",,MOTOR
337,LCCC12730,"132x 3A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
338,LCCC12731,"140x 3A",,Nos,OEM,PULLEY,PULLEYS/BEARINGS
339,LAHC15215,"PLASTIC DOOR HANDLE - C Type",,Nos,OEM,,"PLASTIC PARTS"
340,LCCC13355,"BELT A-73",,Nos,OEM,,BELT
341,LAHC14325,"PRE FILTER EU3 GRADE - 580 MM (W) x 560 MM (H) x 25MM (D)",,Nos,OEM,"PRE FILTER",FILTER
342,LCCE26362,"ABB 0.37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2",,Nos,ABB,,MOTOR
