id,Code,Name,Description,Unit,Brand,Sub_Group,Item_Group
647,LAHC11080,FDA 450 TM KRUGER MAKE,,Nos,KRUGER,,FAN
648,LAHC14361,RIGID FILTER EU6 GRADE - 592 MM (W) x 490 MM (H) x 292MM (D),,Nos,OEM,RIGID FILTER,FILTER
649,LCCE25666,ELECTRICAL WIRE 4 CORE / 4 SQ MM,,Nos,OEM,,ELECTRICAL
650,LAHC11081,FDA 500 TM KRUGER MAKE,,Nos,KRUGER,,FAN
651,LCCC13398,BELT A-160,,Nos,OEM,,BELT
652,LAHC11082,FDA 560 TM KRUGER MAKE,,Nos,KRUGER,,FAN
653,LCCE26832,SIEMENS 11 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3,,Nos,SIEMENS,,MOTOR
654,LAHC14362,RIGID FILTER EU7 GRADE - 592 MM (W) x 592 MM (H) x 292MM (D),,Nos,OEM,RIGID FILTER,FILTER
655,LAHC24135,HRW 1700 - MS200,,Nos,DRI,,HEAT RECOVERY WHEEL
656,LCCE26340,ABB 75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1,,Nos,ABB,,MOTOR
657,LCCR07526,PRECOATED GI SHEET 0.6mm THK 275 GSM,0.6,Kgs,OEM,,G.I / COATED SHEETS
658,LCCC13399,BELT A-162,,Nos,OEM,,BELT
659,LAHC11083,FDA 630 TM KRUGER MAKE,,Nos,KRUGER,,FAN
660,LAHC23705,ALUMINUM CORNER PROFILE - 50-48 MM ROUNDED NTBK,Corner Profile (50-48 NTBK),Meters,OEM,,ALUMINIUM PROFILES
661,LCCE26999,BHARATH BIJILEE 55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3,,Nos,BHARATH BIJILEE,,MOTOR
662,LCCC12749,200x2B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
663,LCCC32002,PVC GLAND 1 1/2 inch DIA,,Nos,OEM,,Gland
664,LCCR06503,MS SHEET 5mm THK,,Kgs,OEM,,MS SHEET
665,LAHC24136,HRW 1800 - MS200,,Nos,DRI,,HEAT RECOVERY WHEEL
666,LAHC15526,FAN FLEXIBLE 10/10,,Nos,OEM,,ANTI-VIBRATIONS
667,LAHS63002,FRESH AIR HANDLING UNIT,,Nos,LUFTEK,,AHU
668,LCCE26357,ABB 37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1,,Nos,ABB,,MOTOR
669,LAHC11084,FDA 710 TM KRUGER MAKE,,Nos,KRUGER,,FAN
670,LAHC14363,RIGID FILTER EU7 GRADE - 287 MM (W) x 592 MM (H) x 292MM (D),,Nos,OEM,RIGID FILTER,FILTER
671,LAHC14365,RIGID FILTER EU7 GRADE - 490 MM (W) x 592 MM (H) x 292MM (D),,Nos,OEM,RIGID FILTER,FILTER
672,LCCE26356,ABB 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1,,Nos,ABB,,MOTOR
673,LCCC13400,BELT A-168,,Nos,OEM,,BELT
674,LCCE26534,CG 18.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1,,Nos,CG,,MOTOR
675,LAHC15527,FAN FLEXIBLE 12/9,,Nos,OEM,,ANTI-VIBRATIONS
676,LCCE26355,ABB 22 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1,,Nos,ABB,,MOTOR
677,LCCE26917,BHARATH BIJILEE 37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,BHARATH BIJILEE,,MOTOR
678,LCCM47004,Hole saw cutter 1 inch,,Nos,OEM,,Hand Tools
679,LCCC13401,BELT A-173,,Nos,OEM,,BELT
680,LCCE26530,CG 7.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1,,Nos,CG,,MOTOR
681,LAHC49102,Galvanized Steel Damper,,Square Meters,OEM,,DAMPER
682,LCCC13402,BELT A-174,,Nos,OEM,,BELT
683,LAHC15528,FAN FLEXIBLE 12/12,,Nos,OEM,,ANTI-VIBRATIONS
684,LAHC11085,FDA 800 TM KRUGER MAKE,,Nos,KRUGER,,FAN
685,LAHC11086,FDA 900 TM KRUGER MAKE,,Nos,KRUGER,,FAN
686,LCCC12750,212x2B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
687,LAHC23710,ALUMINUM OMEGA PROFILE - 50-48 MM SQUARE TBK,Omega Profile,Meters,OEM,50-48 TBK,ALUMINIUM PROFILES
688,LCCC13403,BELT A-180,,Nos,OEM,,BELT
689,LAHC11087,FDA 1000 TM KRUGER MAKE,,Nos,KRUGER,,FAN
690,LCCE26396,ABB 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2,,Nos,ABB,,MOTOR
691,LCCC13404,BELT B-20,,Nos,OEM,,BELT
692,LAHC14366,RIGID FILTER EU7 GRADE - 592 MM (W) x 490 MM (H) x 292MM (D),,Nos,OEM,RIGID FILTER,FILTER
693,LAHC11088,FDA 1120 TM KRUGER MAKE,,Nos,KRUGER,,FAN
694,LCCE26812,SIEMENS 11 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3,,Nos,SIEMENS,,MOTOR
695,LCCR07520,GI sheet 2mm THK 275 GSM,2,Kgs,OEM,,G.I / COATED SHEETS
696,LCCE26617,CG 37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,CG,,MOTOR
697,LAHC11089,FDA 1250 TM KRUGER MAKE,,Nos,KRUGER,,FAN
698,LCCC12751,224x2B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
699,LAHC11090,FDA 1400 TM KRUGER MAKE,,Nos,KRUGER,,FAN
700,LAHM48617,AHU FAN/WIRING DIAGRAM - STAR / DELTA,,Nos,OEM,,NAME PLATE/STICKER/LABELS
701,LAHC11091,BDB 160 CM KRUGER MAKE,,Nos,KRUGER,,FAN
702,LAHC11092,BDB 180 CM KRUGER MAKE,,Nos,KRUGER,,FAN
703,LCCE26876,BHARATH BIJILEE 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1,,Nos,BHARATH BIJILEE,,MOTOR
704,LCCE26727,SIEMENS 2.2 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,SIEMENS,,MOTOR
705,LCCE26903,BHARATH BIJILEE 0.55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,BHARATH BIJILEE,,MOTOR
706,LAHE15103,FLORACENT TUBE LIGHT WITH FITTINGS,,Nos,OEM,,LAMP
707,LCCE26524,CG 0.75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1,,Nos,CG,,MOTOR
708,LAHC24137,HRW 1900 - MS200,,Nos,DRI,,HEAT RECOVERY WHEEL
709,LCCE26640,CG 75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3,,Nos,CG,,MOTOR
710,LAHC11093,BDB 200 CM KRUGER MAKE,,Nos,KRUGER,,FAN
711,LCCE26807,SIEMENS 2.2 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3,,Nos,SIEMENS,,MOTOR
712,LAHC14367,RIGID FILTER EU8 GRADE - 592 MM (W) x 592 MM (H) x 292MM (D),,Nos,OEM,RIGID FILTER,FILTER
713,LCCC12752,236x2B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
714,LCCE26469,ABB 5.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3,,Nos,ABB,,MOTOR
715,LCCE26861,BHARATH BIJILEE 0.25 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1,,Nos,BHARATH BIJILEE,,MOTOR
716,LAHC11094,BDB 225 CM KRUGER MAKE,,Nos,KRUGER,,FAN
717,LAHC11095,BDB 250 CM KRUGER MAKE,,Nos,KRUGER,,FAN
718,LCCE26795,SIEMENS 22 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,SIEMENS,,MOTOR
719,LCCH30040,ALLEN HEAD BOLT SS M10 x 25,,Nos,OEM,,FASTENERS
720,LCCC12753,250x2B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
721,LAHC11096,BDB 280 CM KRUGER MAKE,,Nos,KRUGER,,FAN
722,LCCC13405,BELT B-21,,Nos,OEM,,BELT
723,LCCE26581,CG 0.25 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,CG,,MOTOR
724,LCCE27004,BHARATH BIJILEE 0.75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3,,Nos,BHARATH BIJILEE,,MOTOR
725,LCCE26717,SIEMENS 37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1,,Nos,SIEMENS,,MOTOR
726,LAHC24658,RUBBER BOOT 2 inch 50mm DEPTH,,Nos,OEM,,Rubber
727,LAHC14368,RIGID FILTER EU8 GRADE - 287 MM (W) x 592 MM (H) x 292MM (D),,Nos,OEM,RIGID FILTER,FILTER
728,LCCE26923,BHARATH BIJILEE 0.55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2,,Nos,BHARATH BIJILEE,,MOTOR
729,LCCC13406,BELT B-22,,Nos,OEM,,BELT
730,LAHC15529,FAN FLEXIBLE 15/11,,Nos,OEM,,ANTI-VIBRATIONS
731,LAHC24752,PE GASKETS 20MM x 5MM THK WITH ONE SIDE SELF ADHESIVE - 10m Rolls,,Nos,OEM,,GASKET & INSULATION
732,LCCR07507,GI sheet 2.5mm THK 120 GSM,2.5,Kgs,OEM,AHU CASING,G.I / COATED SHEETS
733,LCCC13407,BELT B-23,,Nos,OEM,,BELT
734,LCCH30041,ALLEN HEAD BOLT SS M12 x 25,,Nos,OEM,,FASTENERS
735,LCCE26438,ABB 45 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,ABB,,MOTOR
736,LAHC11097,BDB 315 CM KRUGER MAKE,,Nos,KRUGER,,FAN
737,LCCC13408,BELT B-24,,Nos,OEM,,BELT
738,LCCE26540,CG 75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1,,Nos,CG,,MOTOR
739,LCCE26739,SIEMENS 55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,SIEMENS,,MOTOR
740,LCCC12754,280x2B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
741,LCCE26702,SIEMENS 0.37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1,,Nos,SIEMENS,,MOTOR
742,LCCE26588,CG 3.7 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,CG,,MOTOR
743,LCCH23602,SS DRAIN NIPPLE - 1 inch x 100mm L,,Nos,OEM,,Hardware
744,LCCC12755,315x2B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
745,LCCC13409,BELT B-25,,Nos,OEM,,BELT
746,LAHC24657,RUBBER BOOT 2 inch 25mm DEPTH,,Nos,OEM,,Rubber
747,LCCC12756,355x2B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
748,LCCE26850,BHARATH BIJILEE 7.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE1,,Nos,BHARATH BIJILEE,,MOTOR
749,LCCE26901,BHARATH BIJILEE 0.25 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,BHARATH BIJILEE,,MOTOR
750,LCCE26805,SIEMENS 1.1 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3,,Nos,SIEMENS,,MOTOR
751,LCCC13410,BELT B-26,,Nos,OEM,,BELT
752,LCCH30042,ALLEN HEAD BOLT GI M6 x 40,,Nos,OEM,,FASTENERS
753,LCCE26570,CG 7.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2,,Nos,CG,,MOTOR
754,LCCE26323,ABB 0.55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1,,Nos,ABB,,MOTOR
755,LCCC13411,BELT B-27,,Nos,OEM,,BELT
756,LAHC11098,BDB 355 CM KRUGER MAKE,,Nos,KRUGER,,FAN
757,LCCE26870,BHARATH BIJILEE 7.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1,,Nos,BHARATH BIJILEE,,MOTOR
758,LCCC12757,400x2B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
759,LAHC11099,BDB 400 CM KRUGER MAKE,,Nos,KRUGER,,FAN
760,LCCC13412,BELT B-28,,Nos,OEM,,BELT
761,LCCE26554,CG 18.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,CG,,MOTOR
762,LCCC12758,500x2B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
763,LCCC13413,BELT B-29,,Nos,OEM,,BELT
764,LCCC13414,BELT B-30,,Nos,OEM,,BELT
765,LCCE26765,SIEMENS 1.1 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,SIEMENS,,MOTOR
766,LAHC11100,BDB 450 CM KRUGER MAKE,,Nos,KRUGER,,FAN
767,LCCE26549,CG 5.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,CG,,MOTOR
768,LAHC14370,RIGID FILTER EU8 GRADE - 490 MM (W) x 592 MM (H) x 292MM (D),,Nos,OEM,RIGID FILTER,FILTER
769,LCCE26651,CG 9.3 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3,,Nos,CG,,MOTOR
770,LCCE26677,SIEMENS 37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE1,,Nos,SIEMENS,,MOTOR
771,LCCC13415,BELT B-31,,Nos,OEM,,BELT
772,LCCC13416,BELT B-32,,Nos,OEM,,BELT
773,LAHC11101,BDB 500 CM KRUGER MAKE,,Nos,KRUGER,,FAN
774,LCCC13417,BELT B-33,,Nos,OEM,,BELT
775,LCCE27005,BHARATH BIJILEE 1.1 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3,,Nos,BHARATH BIJILEE,,MOTOR
776,LCCC13418,BELT B-34,,Nos,OEM,,BELT
777,LCCE26450,ABB 7.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3,,Nos,ABB,,MOTOR
778,LCCE26426,ABB 1.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,ABB,,MOTOR
779,LAHC15204,30mm NTBK - Omega Jointer,Omega Joiner,Nos,OEM,30-25 NTBK,PLASTIC PARTS
780,LCCC13419,BELT B-35,,Nos,OEM,,BELT
781,LCCE26497,CG 37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE1,,Nos,CG,,MOTOR
782,LAHS00001,WATER COOLING COIL,,Nos,LUFTEK,,COOLING COIL
783,LAHC11102,BDB 560 CM KRUGER MAKE,,Nos,KRUGER,,FAN
784,LCCE26949,BHARATH BIJILEE 5.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,BHARATH BIJILEE,,MOTOR
785,LCCC13420,BELT B-36,,Nos,OEM,,BELT
786,LCCE26831,SIEMENS 9.3 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3,,Nos,SIEMENS,,MOTOR
787,LCCE26314,ABB 18.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE1,,Nos,ABB,,MOTOR
788,LCCE26724,SIEMENS 0.75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,SIEMENS,,MOTOR
789,LAHC11103,BDB 630 CM KRUGER MAKE,,Nos,KRUGER,,FAN
790,LAHC11104,BDB 710 CM KRUGER MAKE,,Nos,KRUGER,,FAN
791,LCCE26886,BHARATH BIJILEE 1.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1,,Nos,BHARATH BIJILEE,,MOTOR
792,LCCE26998,BHARATH BIJILEE 45 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3,,Nos,BHARATH BIJILEE,,MOTOR
793,LCCC12759,630x2B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
794,LAHM48607,AHU POWER SYMBOL,,Nos,OEM,,NAME PLATE/STICKER/LABELS
795,LCCE26801,SIEMENS 0.25 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3,,Nos,SIEMENS,,MOTOR
796,LCCE26334,ABB 18.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1,,Nos,ABB,,MOTOR
797,LCCE26552,CG 11 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,CG,,MOTOR
798,LCCH30043,ALLEN HEAD BOLT GI M8 x 40,,Nos,OEM,,FASTENERS
799,LCCE26309,ABB 5.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE1,,Nos,ABB,,MOTOR
800,LCCE26744,SIEMENS 0.75 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2,,Nos,SIEMENS,,MOTOR
801,LAHC24652,RUBBER BOOT 1/2 inch 50mm DEPTH,,Nos,OEM,,Rubber
802,LCCC12760,800x2B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
803,LCCC12761,125x3B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
804,LCCC13421,BELT B-37,,Nos,OEM,,BELT
805,LCCC13422,BELT B-38,,Nos,OEM,,BELT
806,LCCC13423,BELT B-39,,Nos,OEM,,BELT
807,LAHC23704,ALUMINUM OMEGA PROFILE - 30-25 MM SQUARE NTBK,Omega Profile,Meters,OEM,30-25 NTBK,ALUMINIUM PROFILES
808,LCCE26331,ABB 9.3 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1,,Nos,ABB,,MOTOR
809,LAHC24664,RUBBER BOOT 3 1/2 inch 50mm DEPTH,,Nos,OEM,,Rubber
810,LAHC15530,FAN FLEXIBLE 15/15,,Nos,OEM,,ANTI-VIBRATIONS
811,LCCC12762,132x3B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
812,LCCC13424,BELT B-40,,Nos,OEM,,BELT
813,LCCE26946,BHARATH BIJILEE 1.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,BHARATH BIJILEE,,MOTOR
814,LAHC14371,RIGID FILTER EU8 GRADE - 592 MM (W) x 490 MM (H) x 292MM (D),,Nos,OEM,RIGID FILTER,FILTER
815,LCCE26353,ABB 15 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1,,Nos,ABB,,MOTOR
816,LCCE26343,ABB 0.55 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE1,,Nos,ABB,,MOTOR
817,LCCC13425,BELT B-41,,Nos,OEM,,BELT
818,LCCE26473,ABB 15 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3,,Nos,ABB,,MOTOR
819,LAHC11105,BDB 250 TM KRUGER MAKE,,Nos,KRUGER,,FAN
820,LCCE26613,CG 15 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,CG,,MOTOR
821,LAHC24138,HRW 2000 - MS200,,Nos,DRI,,HEAT RECOVERY WHEEL
822,LAHC11106,BDB 280 TM KRUGER MAKE,,Nos,KRUGER,,FAN
823,LCCE26826,SIEMENS 1.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3,,Nos,SIEMENS,,MOTOR
824,LCCC13426,BELT B-42,,Nos,OEM,,BELT
825,LCCE26562,CG 0.37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2,,Nos,CG,,MOTOR
826,LAHC11107,BDB 315 TM KRUGER MAKE,,Nos,KRUGER,,FAN
827,LAHM48611,AHU COIL SECTION STICKER,,Nos,OEM,,NAME PLATE/STICKER/LABELS
828,LAHC15531,FAN FLEXIBLE 18/13,,Nos,OEM,,ANTI-VIBRATIONS
829,LCCH30044,ALLEN HEAD BOLT GI M10 x 40,,Nos,OEM,,FASTENERS
830,LCCC13427,BELT B-43,,Nos,OEM,,BELT
831,LCCH30045,ALLEN HEAD BOLT GI M12 x 40,,Nos,OEM,,FASTENERS
832,LCCH30046,ALLEN HEAD BOLT SS M6 x 40,,Nos,OEM,,FASTENERS
833,LCCC12763,140x3B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
834,LCCC13428,BELT B-44,,Nos,OEM,,BELT
835,LAHC11108,BDB 355 TM KRUGER MAKE,,Nos,KRUGER,,FAN
836,LAHC11109,BDB 400 TM KRUGER MAKE,,Nos,KRUGER,,FAN
837,LCCE26596,CG 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,CG,,MOTOR
838,LAHC11110,BDB 450 TM KRUGER MAKE,,Nos,KRUGER,,FAN
839,LCCE26696,SIEMENS 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1,,Nos,SIEMENS,,MOTOR
840,LCCC13429,BELT B-45,,Nos,OEM,,BELT
841,LAHC11111,BDB 500 TM KRUGER MAKE,,Nos,KRUGER,,FAN
842,LCCC13430,BELT B-46,,Nos,OEM,,BELT
843,LCCE26576,CG 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2,,Nos,CG,,MOTOR
844,LCCH30047,ALLEN HEAD BOLT SS M8 x 40,,Nos,OEM,,FASTENERS
845,LAHC14372,RIGID FILTER EU9 GRADE - 592 MM (W) x 592 MM (H) x 292MM (D),,Nos,OEM,RIGID FILTER,FILTER
846,LCCC13431,BELT B-47,,Nos,OEM,,BELT
847,LCCE25659,ELECTRICAL WIRE 3 CORE / 1 SQ MM,,Nos,OEM,,ELECTRICAL
848,LCCH23603,SS DRAIN CAP 1 1/4 inch x 100mm L,,Nos,OEM,,Hardware
849,LAHC24139,HRW 2130 - MS200,,Nos,DRI,,HEAT RECOVERY WHEEL
850,LCCE26565,CG 1.1 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2,,Nos,CG,,MOTOR
851,LCCC12764,150x3B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
852,LCCE26830,SIEMENS 7.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE3,,Nos,SIEMENS,,MOTOR
853,LCCH30048,ALLEN HEAD BOLT SS M10 x 40,,Nos,OEM,,FASTENERS
854,LCCC12765,160x3B,,Nos,OEM,PULLEY,PULLEYS/BEARINGS
855,LAHC11112,BDB 560 TM KRUGER MAKE,,Nos,KRUGER,,FAN
856,LCCC13432,BELT B-48,,Nos,OEM,,BELT
857,LCCE26682,SIEMENS 0.37 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1,,Nos,SIEMENS,,MOTOR
858,LCCE26456,ABB 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3,,Nos,ABB,,MOTOR
859,LCCE26436,ABB 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,ABB,,MOTOR
860,LCCE26793,SIEMENS 15 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,SIEMENS,,MOTOR
861,LCCE26586,CG 1.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,CG,,MOTOR
862,LCCE26690,SIEMENS 7.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE1,,Nos,SIEMENS,,MOTOR
863,LCCE26406,ABB 1.5 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,ABB,,MOTOR
864,LCCC13433,BELT B-49,,Nos,OEM,,BELT
865,LCCC13434,BELT B-50,,Nos,OEM,,BELT
866,LAHC11113,BDB 630 TM KRUGER MAKE,,Nos,KRUGER,,FAN
867,LAHC11114,BDB 710 TM KRUGER MAKE,,Nos,KRUGER,,FAN
868,LCCC13435,BELT B-51,,Nos,OEM,,BELT
869,LCCE25662,ELECTRICAL WIRE 3 CORE / 4 SQ MM,,Nos,OEM,,ELECTRICAL
870,LCCE26636,CG 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE3,,Nos,CG,,MOTOR
871,LCCH30049,ALLEN HEAD BOLT SS M12 x 40,,Nos,OEM,,FASTENERS
872,LCCE26676,SIEMENS 30 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE1,,Nos,SIEMENS,,MOTOR
873,LCCE25656,ELECTRICAL WIRE 2 CORE / 1.5 SQ MM,,Nos,OEM,,ELECTRICAL
874,LCCM47001,HSS Hole saw Mandle small,,Nos,OEM,,Hand Tools
875,LCCH30201,NUT M6 SS,,Nos,OEM,,FASTENERS
876,LCCC13436,BELT B-52,,Nos,OEM,,BELT
877,LCCE26393,ABB 15 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 6 POLE FOOT MOUNTED-IE2,,Nos,ABB,,MOTOR
878,LCCC13437,BELT B-53,,Nos,OEM,,BELT
879,LAHC24140,HRW 2200 - MS200,,Nos,DRI,,HEAT RECOVERY WHEEL
880,LAHC11115,BDB 800 TM KRUGER MAKE,,Nos,KRUGER,,FAN
881,LAHC11116,BDB 900 TM KRUGER MAKE,,Nos,KRUGER,,FAN
882,LCCE26968,BHARATH BIJILEE 3.7 KW 3 PH TEFC-SQCAGE INDUCTION MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,BHARATH BIJILEE,,MOTOR
883,LAHC24141,HRW 2400 - MS200,,Nos,DRI,,HEAT RECOVERY WHEEL
884,LCCC15401,SX2,,Nos,OEM,,MOTOR BASE
